X,Y,GripFactor
151.986521,1.869818333,1
152.9863508,1.888268475,1
153.9861799,1.906754525,1
154.9860084,1.925275894,1
155.9858362,1.943832004,1
156.9856634,1.962422285,1
157.98549,1.981046169,1
158.9853159,1.999703092,1
159.9851412,2.018392493,1
160.984966,2.037113832,1
161.9847901,2.055866583,1
162.9846137,2.07465024,1
163.9844367,2.093464311,1
164.9842591,2.112308319,1
165.984081,2.131181798,1
166.9839024,2.150084298,1
167.9837232,2.169015392,1
168.9835434,2.18797467,1
169.9833631,2.206961747,1
170.9831823,2.225976245,1
171.983001,2.245017795,1
172.9828192,2.264086037,1
173.9826369,2.283180623,1
174.9824541,2.302301228,1
175.9822708,2.321447544,1
176.982087,2.340619277,1
177.9819027,2.359816147,1
178.981718,2.379037887,1
179.9815327,2.398284242,1
180.981347,2.417554969,1
181.9811609,2.436849842,1
182.9809742,2.456168657,1
183.9807872,2.475511219,1
184.9805996,2.494877346,1
185.9804116,2.51426686,1
186.9802232,2.533679587,1
187.9800343,2.553115361,1
188.9798449,2.572574025,1
189.9796552,2.592055429,1
190.9794649,2.611559429,1
191.9792743,2.631085884,1
192.9790832,2.650634655,1
193.9788917,2.670205608,1
194.9786997,2.689798613,1
195.9785073,2.709413541,1
196.9783145,2.729050272,1
197.9781212,2.748708685,1
198.9779276,2.76838866,1
199.9777335,2.788090081,1
200.977539,2.807812827,1
201.977344,2.827556773,1
202.9771487,2.84732179,1
203.9769529,2.867107744,1
204.9767568,2.886914496,1
205.9765602,2.906741901,1
206.9763632,2.926589809,1
207.9761658,2.946458066,1
208.975968,2.966346511,1
209.9757698,2.98625498,1
210.9755712,3.006183303,1
211.9753722,3.026131302,1
212.9751729,3.046098793,1
213.9749731,3.066085589,1
214.974773,3.086091501,1
215.9745725,3.106116346,1
216.9743716,3.126159936,1
217.9741703,3.146222082,1
218.9739687,3.166302591,1
219.9737667,3.18640126,1
220.9735643,3.206517889,1
221.9733616,3.226652274,1
222.9731585,3.246804212,1
223.9729551,3.266973501,1
224.9727513,3.287159935,1
225.9725472,3.30736331,1
226.9723428,3.327583419,1
227.972138,3.347820047,1
228.9719329,3.368072981,1
229.9717274,3.388342013,1
230.9715217,3.408626944,1
231.9713156,3.428927594,1
232.9711092,3.449243791,1
233.9709025,3.469575369,1
234.9706955,3.489922163,1
235.9704882,3.51028401,1
236.9702805,3.530660747,1
237.9700726,3.551052221,1
238.9698644,3.57145828,1
239.9696559,3.591878778,1
240.969447,3.612313575,1
241.9692379,3.632762534,1
242.9690285,3.653225518,1
243.9688189,3.673702383,1
244.9686089,3.694192988,1
245.9683987,3.714697192,1
246.9681882,3.73521487,1
247.9679774,3.755745914,1
248.9677663,3.776290224,1
249.967555,3.796847703,1
250.9673434,3.817418247,1
251.9671316,3.83800175,1
252.9669194,3.8585981,1
253.966707,3.879207185,1
254.9664944,3.899828892,1
255.9662815,3.920463107,1
256.9660683,3.941109714,1
257.9658549,3.961768597,1
258.9656412,3.982439631,1
259.9654273,4.003122683,1
260.9652131,4.023817606,1
261.9649987,4.044524255,1
262.9647841,4.065242488,1
263.9645692,4.085972176,1
264.9643541,4.1067132,1
265.9641387,4.12746544,1
266.9639232,4.148228773,1
267.9637074,4.169003067,1
268.9634913,4.189788186,1
269.9632751,4.210583985,1
270.9630586,4.231390322,1
271.9628419,4.252207051,1
272.962625,4.273034024,1
273.9624079,4.293871091,1
274.9621906,4.3147181,1
275.961973,4.335574885,1
276.9617553,4.356441275,1
277.9615374,4.377317088,1
278.9613193,4.398202146,1
279.961101,4.419096287,1
280.9608825,4.43999936,1
281.9606638,4.460911228,1
282.9604449,4.481831762,1
283.9602259,4.502760828,1
284.9600067,4.523698296,1
285.9597873,4.544644035,1
286.9595677,4.565597918,1
287.959348,4.586559823,1
288.9591281,4.607529634,1
289.9589081,4.628507242,1
290.9586878,4.649492542,1
291.9584675,4.670485429,1
292.9582469,4.691485795,1
293.9580263,4.71249353,1
294.9578054,4.733508523,1
295.9575844,4.754530678,1
296.9573633,4.775559916,1
297.957142,4.796596177,1
298.9569206,4.817639417,1
299.956699,4.838689603,1
300.9564773,4.859746704,1
301.9562554,4.880810694,1
302.9560334,4.901881553,1
303.9558112,4.922959269,1
304.9555889,4.944043834,1
305.9553665,4.965135249,1
306.9551439,4.986233524,1
307.9549211,5.007338673,1
308.9546982,5.028450711,1
309.9544752,5.049569651,1
310.954252,5.070695503,1
311.9540287,5.091828281,1
312.9538053,5.112968008,1
313.9535816,5.13411472,1
314.9533579,5.155268467,1
315.953134,5.176429311,1
316.9529099,5.197597313,1
317.9526857,5.218772533,1
318.9524613,5.239955031,1
319.9522368,5.261144863,1
320.9520121,5.282342087,1
321.9517872,5.303546761,1
322.9515622,5.324758943,1
323.9513371,5.345978691,1
324.9511117,5.367206064,1
325.9508862,5.388441111,1
326.9506606,5.409683875,1
327.9504348,5.430934391,1
328.9502088,5.45219269,1
329.9499826,5.473458807,1
330.9497563,5.494732782,1
331.9495298,5.516014662,1
332.9493032,5.537304494,1
333.9490764,5.558602325,1
334.9488494,5.5799082,1
335.9486222,5.601222158,1
336.9483949,5.622544239,1
337.9481673,5.64387448,1
338.9479397,5.665212918,1
339.9477118,5.686559587,1
340.9474837,5.707914522,1
341.9472555,5.729277754,1
342.9470271,5.750649306,1
343.9467986,5.7720292,1
344.9465698,5.793417446,1
345.9463409,5.814814056,1
346.9461117,5.836219045,1
347.9458825,5.857632437,1
348.945653,5.879054257,1
349.9454233,5.900484533,1
350.9451935,5.921923284,1
351.9449635,5.94337053,1
352.9447333,5.964826282,1
353.9445029,5.986290549,1
354.9442723,6.007763331,1
355.9440416,6.029244621,1
356.9438106,6.05073441,1
357.9435795,6.072232677,1
358.9433482,6.093739396,1
359.9431168,6.115254528,1
360.9428851,6.136778023,1
361.9426533,6.158309822,1
362.9424212,6.179849855,1
363.9421891,6.201398047,1
364.9419567,6.222954321,1
365.9417242,6.24451858,1
366.9414915,6.266090714,1
367.9412586,6.287670592,1
368.9410255,6.309258064,1
369.9407923,6.330852968,1
370.940559,6.352455129,1
371.9403255,6.37406436,1
372.9400918,6.395680462,1
373.939858,6.417303222,1
374.9396241,6.438932416,1
375.93939,6.460567805,1
376.9391558,6.482209136,1
377.9389215,6.503856148,1
378.9386871,6.525508576,1
379.9384525,6.547166156,1
380.9382178,6.568828628,1
381.9379831,6.590495736,1
382.9377482,6.612167231,1
383.9375133,6.633842871,1
384.9372783,6.655522426,1
385.9370431,6.677205683,1
386.936808,6.698892444,1
387.9365727,6.720582533,1
388.9363374,6.74227579,1
389.936102,6.763972071,1
390.9358665,6.785671254,1
391.935631,6.80737323,1
392.9353954,6.829077914,1
393.9351598,6.850785243,1
394.9349241,6.87249518,1
395.9346884,6.894207719,1
396.9344526,6.915922891,1
397.9342167,6.93764076,1
398.9339808,6.959361428,1
399.9337448,6.981085025,1
400.9335087,7.002811697,1
401.9332726,7.024541601,1
402.9330364,7.046274908,1
403.9328002,7.068011806,1
404.9325638,7.089752493,1
405.9323274,7.111497182,1
406.9320908,7.1332461,1
407.9318542,7.154999471,1
408.9316175,7.176757508,1
409.9313806,7.198520417,1
410.9311437,7.220288393,1
411.9309066,7.242061601,1
412.9306694,7.263840171,1
413.9304321,7.285624199,1
414.9301947,7.307413742,1
415.9299572,7.329208805,1
416.9297195,7.351009341,1
417.9294817,7.37281525,1
418.9292438,7.394626379,1
419.9290058,7.416442524,1
420.9287677,7.438263426,1
421.9285295,7.460088776,1
422.9282912,7.48191821,1
423.9280529,7.503751309,1
424.9278144,7.525587592,1
425.9275759,7.547426542,1
426.9273374,7.569267601,1
427.9270988,7.591110174,1
428.9268602,7.61295365,1
429.9266216,7.634797425,1
430.926383,7.656640917,1
431.9261444,7.678483566,1
432.9259059,7.700324836,1
433.9256674,7.722164212,1
434.9254289,7.744001203,1
435.9251905,7.765835361,1
436.9249522,7.787666292,1
437.9247139,7.809493663,1
438.9244758,7.831317214,1
439.9242377,7.853136765,1
440.9239997,7.874952216,1
441.9237618,7.896763572,1
442.923524,7.91857097,1
443.9232863,7.940374677,1
444.9230486,7.962175094,1
445.922811,7.983972764,1
446.9225735,8.00576837,1
447.922336,8.027562736,1
448.9220984,8.049356827,1
449.9218609,8.071151758,1
450.9216233,8.09294879,1
451.9213857,8.114749282,1
452.9211479,8.136554653,1
453.92091,8.158366375,1
454.9206719,8.180185917,1
455.9204336,8.202014665,1
456.9201951,8.223853912,1
457.9199564,8.245704863,1
458.9197173,8.267568613,1
459.919478,8.289446122,1
460.9192383,8.311338191,1
461.9189983,8.333245418,1
462.918758,8.3551682,1
463.9185173,8.377106744,1
464.9182763,8.399061104,1
465.9180349,8.421031153,1
466.9177932,8.443016602,1
467.9175512,8.465017022,1
468.9173088,8.487031847,1
469.9170662,8.509060354,1
470.9168232,8.531101674,1
471.91658,8.55315478,1
472.9163366,8.575218509,1
473.916093,8.597291575,1
474.9158491,8.619372571,1
475.9156052,8.641459976,1
476.9153611,8.663552153,1
477.915117,8.685647419,1
478.9148728,8.70774444,1
479.9146286,8.72984223,1
480.9143845,8.751940149,1
481.9141403,8.774037951,1
482.9138961,8.796135826,1
483.9136519,8.818234689,1
484.9134076,8.840336348,1
485.9131632,8.862443571,1
486.9129186,8.884560316,1
487.9126737,8.906691722,1
488.9124283,8.92884413,1
489.9121822,8.951025088,1
490.9119354,8.973243383,1
491.9116875,8.99550908,1
492.9114383,9.017833523,1
493.9111874,9.040229326,1
494.9109347,9.062710344,1
495.9106797,9.08529168,1
496.9104221,9.107989973,1
497.9101614,9.130823444,1
498.9098971,9.153811656,1
499.9096288,9.176975193,1
500.9093559,9.200335655,1
501.9090778,9.223915659,1
502.908794,9.247738798,1
503.9085038,9.271829215,1
504.9082065,9.296211365,1
505.9079015,9.320909824,1
506.9075879,9.345948721,1
507.9072652,9.371351667,1
508.9069326,9.397141038,1
509.9065894,9.423337973,1
510.9062349,9.449962374,1
511.9058684,9.477032907,1
512.9054893,9.504566667,1
513.9050969,9.532578596,1
514.9046906,9.561081082,1
515.9042699,9.590083226,1
516.9038345,9.619590367,1
517.903384,9.649602871,1
518.9029183,9.680116124,1
519.9024376,9.711120516,1
520.9019419,9.742601445,1
521.9014318,9.774538327,1
522.9009079,9.806904588,1
523.900371,9.839667107,1
524.8998224,9.872786131,1
525.8992635,9.906215846,1
526.8986959,9.939904136,1
527.8981215,9.973792516,1
528.8975425,10.00781636,1
529.8969613,10.04190583,1
530.8963804,10.0759859,1
531.8958025,10.1099782,1
532.8952303,10.14380131,1
533.8946667,10.17737278,1
534.8941142,10.21060941,1
535.8935755,10.24342744,1
536.8930532,10.27574371,1
537.8925496,10.30747682,1
538.8920667,10.33854797,1
539.8916065,10.36888152,1
540.8911706,10.39840567,1
541.8907601,10.42705266,1
542.8903762,10.45475914,1
543.8900194,10.48146668,1
544.8896902,10.50712285,1
545.8893885,10.5316827,1
546.889114,10.55510976,1
547.888866,10.57737624,1
548.8886436,10.59846267,1
549.8884456,10.61835794,1
550.8882707,10.63705864,1
551.8881173,10.65456938,1
552.8879839,10.67090174,1
553.8878687,10.68607436,1
554.8877701,10.70011238,1
555.8876864,10.71304685,1
556.887616,10.72491452,1
557.8875571,10.73575647,1
558.8875085,10.74561659,1
559.8874686,10.75453959,1
560.8874363,10.7625733,1
561.8874104,10.7697668,1
562.8873899,10.77617029,1
563.8873738,10.78183414,1
564.8873614,10.78680849,1
565.887352,10.79114277,1
566.887345,10.79488481,1
567.8873399,10.79807971,1
568.8873363,10.80076884,1
569.8873338,10.8029883,1
570.8873322,10.8047665,1
571.8873313,10.80612081,1
572.8873308,10.80705525,1
573.8873307,10.80756027,1
574.8873307,10.80760527,1
575.8873306,10.80713374,1
576.88733,10.80605616,1
577.8873283,10.80424129,1
578.8873246,10.80151646,1
579.8873171,10.79765801,1
580.887303,10.7923775,1
581.8872779,10.78530876,1
582.8872345,10.77601114,1
583.8871617,10.76397,1
584.8870432,10.74860486,1
585.8868557,10.72927816,1
586.8865675,10.70530544,1
587.8861357,10.67596529,1
588.8855051,10.64050115,1
589.8846051,10.59813122,1
590.8833476,10.5480471,1
591.8816244,10.48941826,1
592.8793045,10.42139591,1
593.8762315,10.34311519,1
594.8722213,10.25370699,1
595.8670593,10.15229097,1
596.8604964,10.03797242,1
597.8522457,9.909842445,1
598.841979,9.766980882,1
599.8293241,9.608459962,1
600.8138605,9.433347357,1
601.7951171,9.240710564,1
602.7725689,9.029621779,1
603.7456352,8.799167624,1
604.7136752,8.548444433,1
605.6759883,8.276574062,1
606.631814,7.982714569,1
607.5803354,7.666076702,1
608.5206778,7.325922966,1
609.4519143,6.961584015,1
610.373073,6.572473335,1
611.2831426,6.158094609,1
612.1810794,5.718046486,1
613.0658125,5.252024339,1
613.9362457,4.759813237,1
614.7912602,4.241283919,1
615.629713,3.696383774,1
616.4504624,3.125168867,1
617.2523875,2.527816631,1
618.0344488,1.904685893,1
618.7956967,1.256293794,1
619.535287,0.58330292,1
620.2524946,-0.113492811,1
620.9467322,-0.833177802,1
621.6175607,-1.574732593,1
622.2647157,-2.337036922,1
622.8881255,-3.118881775,1
623.4879548,-3.918963516,1
624.0646091,-4.735909837,1
624.6187279,-5.568310092,1
625.1511867,-6.41473324,1
625.6630977,-7.273743556,1
626.1558379,-8.143896489,1
626.6310034,-9.023773796,1
627.0904008,-9.911989725,1
627.5360122,-10.80720511,1
627.9699754,-11.70812789,1
628.3945625,-12.61351006,1
628.8121421,-13.52214767,1
629.2251589,-14.43286992,1
629.6361159,-15.3445244,1
630.0475779,-16.2559513,1
630.4621545,-17.16596518,1
630.8824812,-18.07333617,1
631.3112101,-18.97676543,0.95
631.7509304,-19.87489325,0.95
632.2041326,-20.76629039,0.95
632.6731621,-21.64945789,0.95
633.1602232,-22.52280564,0.95
633.6672914,-23.38468589,0.95
634.1961271,-24.23337831,0.95
634.74827,-25.06708941,0.95
635.3250194,-25.88396524,0.95
635.9274209,-26.68210579,0.95
636.5562579,-27.45958259,0.95
637.2120448,-28.21446032,0.95
637.8950251,-28.94482064,0.95
638.6051483,-29.64881336,0.95
639.3420864,-30.3246804,0.95
640.1052596,-30.97077283,0.95
640.8938552,-31.58557488,0.95
641.7068503,-32.16772652,0.95
642.5430171,-32.71607401,0.95
643.400975,-33.22965746,0.95
644.2792233,-33.70771655,0.95
645.1761767,-34.14968585,0.95
646.0901945,-34.55519331,0.95
647.019607,-34.92405753,0.95
647.9627461,-35.25626366,0.95
648.9179628,-35.55196249,0.95
649.8836445,-35.81146276,0.95
650.8582283,-36.03523386,0.95
651.8402146,-36.22390196,0.95
652.8281805,-36.37824608,0.95
653.8207912,-36.49919749,0.95
654.8168173,-36.5877622,0.95
655.8151376,-36.64498397,0.95
656.8147359,-36.67194077,0.95
657.8146982,-36.66976891,0.95
658.814212,-36.63965075,0.95
659.8125656,-36.58281362,0.95
660.8091473,-36.5005302,0.95
661.8034418,-36.39408985,0.95
662.7950251,-36.26479089,0.95
663.7835603,-36.11393059,0.95
664.7687903,-35.9427973,0.95
665.7505334,-35.75266717,0.95
666.7286756,-35.54479595,0.95
667.7031646,-35.32041371,0.95
668.6740024,-35.08071947,0.95
669.6412393,-34.82687889,0.95
670.6049682,-34.56002425,0.95
671.5653195,-34.2812545,0.95
672.5224554,-33.99163363,0.95
673.4765636,-33.69218623,0.95
674.427852,-33.38389537,0.95
675.3765441,-33.06770317,0.95
676.3228749,-32.74451065,0.95
677.2670853,-32.41517311,0.95
678.2094161,-32.0804941,0.95
679.1501036,-31.74122278,0.95
680.0893769,-31.39805478,0.95
681.0274545,-31.05163105,0.95
681.9645389,-30.70252919,0.95
682.900813,-30.35125968,0.95
683.8364389,-29.99826675,0.95
684.7715562,-29.64392881,0.95
685.7062833,-29.28856268,0.95
686.6407179,-28.93242789,0.95
687.5749395,-28.57573466,0.95
688.5090118,-28.21865083,0.95
689.4429828,-27.86130195,0.95
690.3768883,-27.50378208,0.95
691.3107535,-27.14615692,0.95
692.2445951,-26.78847009,0.95
693.1784246,-26.43075154,0.95
694.1122481,-26.07301751,0.95
695.0460689,-25.71527652,0.95
695.9798887,-25.3575327,0.95
696.9137079,-24.99978744,0.95
697.8475269,-24.64204158,0.95
698.7813458,-24.28429542,0.95
699.7151645,-23.92654898,0.95
700.6489833,-23.56880262,0.95
701.5828022,-23.21105639,0.95
702.516621,-22.85331018,0.95
703.4504399,-22.49556402,0.95
704.384259,-22.13781856,0.95
705.3180789,-21.78007501,0.95
706.2519002,-21.42233506,0.95
707.1857237,-21.06460117,0.95
708.119551,-20.70687684,0.95
709.0533839,-20.3491674,0.95
709.9872254,-19.99148018,0.95
710.9210791,-19.63382502,0.95
711.8549498,-19.27621427,0.95
712.7888432,-18.91866272,0.95
713.722766,-18.56118778,0.95
714.6567258,-18.20380968,0.95
715.5907314,-17.84655141,0.95
716.5247927,-17.48943868,0.95
717.4589204,-17.13249968,0.95
718.3931261,-16.77576489,0.95
719.3274223,-16.41926717,0.95
720.2618223,-16.06304169,0.95
721.1963402,-15.7071257,0.95
722.1309909,-15.35155847,0.95
723.0657898,-14.99638099,0.95
724.0007529,-14.64163598,0.95
724.9358968,-14.28736788,0.95
725.8712386,-13.93362282,0.95
726.8067962,-13.58044862,0.95
727.7425877,-13.22789482,0.95
728.678632,-12.87601266,0.95
729.6149484,-12.52485512,0.95
730.5515567,-12.1744771,0.95
731.4884775,-11.82493544,0.95
732.4257316,-11.47628847,0.95
733.3633402,-11.12859601,0.95
734.3013248,-10.78191941,0.95
735.2397074,-10.43632126,0.95
736.1785098,-10.0918652,0.95
737.1177538,-9.748615174,0.95
738.057461,-9.406635424,0.95
738.9976527,-9.065989929,0.95
739.9383498,-8.726742392,0.95
740.8795726,-8.388956237,0.95
741.821341,-8.052694516,0.95
742.7636746,-7.718019735,0.95
743.7065921,-7.384993849,0.95
744.650112,-7.053678277,0.95
745.594252,-6.72413412,0.95
746.5390295,-6.396422265,0.95
747.4844616,-6.070603412,0.95
748.4305646,-5.746738139,0.95
749.3773548,-5.424887173,0.95
750.3248478,-5.105111454,0.95
751.2730593,-4.787472405,0.95
752.2220045,-4.472032044,0.95
753.1716983,-4.158853029,0.95
754.1221557,-3.847998933,0.95
755.0733912,-3.539534295,0.95
756.0254193,-3.233524582,0.95
756.9782541,-2.930036136,0.95
757.9319095,-2.629136163,0.95
758.886399,-2.330892571,0.95
759.8417356,-2.035373952,0.95
760.797932,-1.742649408,0.95
761.7550005,-1.452788556,0.95
762.7129526,-1.165861978,0.95
763.6717999,-0.881941235,0.95
764.6315532,-0.601098087,0.95
765.5922223,-0.323404166,0.95
766.5538165,-0.048930837,0.95
767.5163442,0.222250822,0.95
768.4798128,0.490070146,1
769.4442288,0.754457743,1
770.4095974,1.015345498,1
771.3759224,1.272667844,1
772.3432063,1.526361885,1
773.3114499,1.776368083,1
774.2806524,2.022630735,1
775.2508114,2.26509795,1
776.2219228,2.503721689,1
777.1939812,2.738457848,1
778.1669796,2.969266995,1
779.1409092,3.196114457,1
780.1157598,3.418970676,1
781.0915196,3.637811547,1
782.0681754,3.852618379,1
783.0457126,4.063377944,1
784.0241153,4.270082552,1
785.0033663,4.47273002,1
785.9834475,4.671323669,1
786.9643397,4.865872197,1
787.9460228,5.05638947,1
788.9284761,5.242894505,1
789.9116782,5.425411191,1
790.895607,5.603968282,1
791.8802402,5.778599747,1
792.8655548,5.949344629,1
793.8515277,6.116246308,1
794.8381357,6.279352178,1
795.8253554,6.438713653,1
796.8131635,6.594386094,1
797.8015369,6.746428522,1
798.7904527,6.894902733,1
799.7798881,7.03987339,1
800.7698211,7.181406745,1
801.76023,7.319570467,1
802.7510939,7.454432797,1
803.7423924,7.586062021,1
804.7341061,7.714526464,1
805.726216,7.839894482,1
806.7187039,7.96223446,1
807.7115522,8.081613932,1
808.7047442,8.19809949,1
809.6982639,8.311756441,1
810.6920961,8.422648602,1
811.686226,8.530838358,1
812.6806399,8.636386814,1
813.6753244,8.739353624,1
814.6702669,8.839796988,1
815.6654554,8.937773645,1
816.6608783,9.033339011,1
817.6565247,9.126547408,1
818.652384,9.217451887,1
819.6484464,9.306104389,1
820.6447023,9.392555748,1
821.6411425,9.4768558,1
822.6377584,9.559053545,1
823.6345415,9.639197125,1
824.631484,9.717333635,1
825.6285783,9.793509117,1
826.6258171,9.867768639,1
827.6231935,9.940156422,1
828.620701,10.01071584,1
829.6183331,10.07948928,1
830.616084,10.14651799,1
831.613948,10.21184212,1
832.6119196,10.27550085,1
833.6099937,10.33753239,1
834.6081653,10.39797398,1
835.6064298,10.45686182,1
836.6047828,10.51423103,1
837.6032199,10.57011575,1
838.6017372,10.62454914,1
839.6003309,10.67756342,1
840.5989973,10.72918981,1
841.5977329,10.7794585,1
842.5965346,10.82839867,1
843.5953991,10.87603863,1
844.5943235,10.92240589,1
845.5933049,10.9675271,1
846.5923408,11.01142811,1
847.5914284,11.0541339,1
848.5905654,11.09566873,1
849.5897494,11.13605615,1
850.5889783,11.17531906,1
851.5882499,11.21347962,1
852.5875621,11.25055938,1
853.5869131,11.28657918,1
854.5863011,11.32155933,1
855.5857242,11.35551956,1
856.5851809,11.38847906,1
857.5846694,11.42045644,1
858.5841884,11.45146971,1
859.5837362,11.48153638,1
860.5833116,11.51067336,1
861.5829132,11.53889694,1
862.5825398,11.56622277,1
863.5821901,11.59266585,1
864.5818629,11.61824057,1
865.5815573,11.64296069,1
866.5812722,11.66683941,1
867.5810065,11.68988926,1
868.5807592,11.71212207,1
869.5805296,11.733549,1
870.5803168,11.75418052,1
871.5801198,11.77402646,1
872.5799379,11.79309606,1
873.5797704,11.81139798,1
874.5796165,11.82894031,1
875.5794755,11.84573052,1
876.5793467,11.8617755,1
877.5792296,11.87708154,1
878.5791234,11.89165443,1
879.5790275,11.90549942,1
880.5789414,11.91862128,1
881.5788644,11.93102422,1
882.5787961,11.94271194,1
883.5787359,11.95368767,1
884.5786831,11.96395419,1
885.5786374,11.97351387,1
886.5785982,11.98236857,1
887.578565,11.99051969,1
888.5785372,11.99796817,1
889.5785144,12.00471445,1
890.5784961,12.0107587,1
891.5784818,12.01610083,1
892.5784711,12.02074045,1
893.5784633,12.02467686,1
894.578458,12.02790903,1
895.5784548,12.03043558,1
896.5784532,12.03225487,1
897.5784525,12.03336504,1
898.5784524,12.03376403,1
899.5784523,12.03344951,1
900.5784518,12.03241892,1
901.5784502,12.03066947,1
902.5784472,12.02819811,1
903.578442,12.02500155,1
904.5784343,12.02107626,1
905.5784234,12.01641844,1
906.5784089,12.01102399,1
907.57839,12.00488853,1
908.5783663,11.99800737,1
909.5783372,11.9903755,1
910.578302,11.98198761,1
911.5782601,11.97283804,1
912.5782109,11.96292075,1
913.5781537,11.9522293,1
914.5780879,11.94075686,1
915.5780127,11.92849622,1
916.5779274,11.91543986,1
917.5778313,11.90157991,1
918.5777237,11.88690814,1
919.5776036,11.87141595,1
920.5774704,11.85509432,1
921.5773231,11.83793381,1
922.5771609,11.81992459,1
923.5769829,11.80105642,1
924.576788,11.7813186,1
925.5765754,11.76069999,1
926.576344,11.73918897,1
927.5760927,11.7167735,1
928.5758204,11.69344108,1
929.575526,11.66917886,1
930.5752083,11.64397355,1
931.5748659,11.6178114,1
932.5744977,11.59067819,1
933.5741023,11.56255923,1
934.5736782,11.53343923,1
935.5732239,11.50330236,1
936.5727379,11.47213223,1
937.5722187,11.43991187,1
938.5716644,11.40662371,1
939.5710734,11.37224958,1
940.5704438,11.33677077,1
941.5697736,11.30016799,1
